GEOCODE_MALLA_2010,Población,Población. Edad media,Población. Hombres,Población. Mujeres,Población de mujeres dividida por la población de hombres,Población de nacionalidad española,Población de nacionalidad extranjera,Población de nacionalidad extranjera (%),Población de 0 a 14 años de edad,Población de 15 a 64 años de edad,Población de 65 o más años de edad,Población de 0 a 14 años de edad (%),Población de 15 a 64 años de edad (%),Población de 65 o más años de edad (%),Suma de la población de 0 a 14 años y de la población de 65 o más años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 15 a 64 años,Población de 0 a 14 años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 0 a 14 años,Población de 0 a 14 años dividida por la población de 65 o más años,Superficie calculada sobre geom no generalizado (ha),Población / km2,Población. Extranjeros / km2,Población. Nacidos en Canarias,Población. Nacidos en el resto de España,Población. Nacidos en el extranjero,Población. Nacidos en Canarias (%),Población. Nacidos en el resto de España (%),Población. Nacidos en el extranjero (%)
250mN095150E178750,40,44.3,20,20,100,32,8,20,,37,,,92.5,,,,,,,6.2,640,128,26,6,8,65,15,20
250mN095150E178875,152,32.6,79,73,92.4,117,35,23,27,119,6,17.8,78.3,3.9,27.7,27.7,27.7,22.2,450,6.2,2432,560,100,12,40,65.8,7.9,26.3
250mN095150E179000,338,38.8,168,170,101.2,193,145,42.9,41,272,25,12.1,80.5,7.4,24.3,24.3,24.3,61,164,6.2,5408,2320,131,45,162,38.8,13.3,47.9
250mN095150E179025,193,41.6,104,89,85.6,100,93,48.2,17,152,24,8.8,78.8,12.4,27,27,27,141.2,70.8,6.2,3088,1488,64,27,102,33.2,14,52.8
250mN095150E179100,56,39.4,31,25,80.6,34,22,39.3,5,48,3,8.9,85.7,5.4,16.7,16.7,16.7,60,166.7,6.2,896,352,24,10,22,42.9,17.9,39.3
250mN095150E179125,183,39.3,100,83,83,91,92,50.3,25,145,13,13.7,79.2,7.1,26.2,26.2,26.2,52,192.3,6.2,2928,1472,75,13,95,41,7.1,51.9
250mN095150E179150,458,42.2,223,235,105.4,371,87,19,51,357,50,11.1,77.9,10.9,28.3,28.3,28.3,98,102,6.2,7328,1392,285,72,101,62.2,15.7,22.1
250mN095150E179175,145,42,77,68,88.3,98,47,32.4,15,106,24,10.3,73.1,16.6,36.8,36.8,36.8,160,62.5,6.2,2320,752,80,17,48,55.2,11.7,33.1
250mN095150E179225,1420,35.5,758,662,87.3,850,570,40.1,256,1079,85,18,76,6,31.6,31.6,31.6,33.2,301.2,6.2,22720,9120,582,146,692,41,10.3,48.7
250mN095150E179250,1315,37.5,672,643,95.7,978,337,25.6,200,996,119,15.2,75.7,9,32,32,32,59.5,168.1,6.2,21040,5392,780,137,398,59.3,10.4,30.3
250mN095150E179275,296,40.6,153,143,93.5,216,80,27,36,229,31,12.2,77.4,10.5,29.3,29.3,29.3,86.1,116.1,6.2,4736,1280,171,33,92,57.8,11.1,31.1
250mN095150E179300,215,42.2,110,105,95.5,118,97,45.1,20,169,26,9.3,78.6,12.1,27.2,27.2,27.2,130,76.9,6.2,3440,1552,98,19,98,45.6,8.8,45.6
250mN095150E180425,39,34.2,21,18,85.7,,,,6,33,0,15.4,84.6,0,18.2,18.2,18.2,0,,6.2,624,,31,3,5,79.5,7.7,12.8
250mN095150E180450,72,30,31,41,132.3,69,3,4.2,,54,,,75,,,,,,,6.2,1152,48,57,0,15,79.2,0,20.8
250mN095150E193125,378,31.6,219,159,72.6,201,177,46.8,79,291,8,20.9,77,2.1,29.9,29.9,29.9,10.1,987.5,6.2,6048,2832,115,82,181,30.4,21.7,47.9
250mN095150E193175,77,34.4,37,40,108.1,47,30,39,3,74,0,3.9,96.1,0,4.1,4.1,4.1,0,,6.2,1232,480,3,40,34,3.9,51.9,44.2
250mN095150E193225,207,44.1,118,89,75.4,63,144,69.6,21,155,31,10.1,74.9,15,33.5,33.5,33.5,147.6,67.7,6.2,3312,2304,29,27,151,14,13,72.9
250mN095150E193250,142,33.9,75,67,89.3,59,83,58.5,25,112,5,17.6,78.9,3.5,26.8,26.8,26.8,20,500,6.2,2272,1328,18,37,87,12.7,26.1,61.3
250mN095150E193275,533,33.7,298,235,78.9,199,334,62.7,86,434,13,16.1,81.4,2.4,22.8,22.8,22.8,15.1,661.5,6.2,8528,5344,106,93,334,19.9,17.4,62.7
250mN095150E193300,37,39.1,17,20,117.6,15,22,59.5,,31,,,83.8,,,,,,,6.2,592,352,8,6,23,21.6,16.2,62.2
250mN095150E193325,139,34.5,73,66,90.4,50,89,64,25,108,6,18,77.7,4.3,28.7,28.7,28.7,24,416.7,6.2,2224,1424,28,28,83,20.1,20.1,59.7
250mN095150E194250,28,32.6,18,10,55.6,,,,,19,,,67.9,,,,,,,6.2,448,,23,,,82.1,,
250mN095150E194275,177,37.8,94,83,88.3,135,42,23.7,25,136,16,14.1,76.8,9,30.1,30.1,30.1,64,156.2,6.2,2832,672,103,29,45,58.2,16.4,25.4
250mN095150E194300,219,40.6,109,110,100.9,129,90,41.1,30,162,27,13.7,74,12.3,35.2,35.2,35.2,90,111.1,6.2,3504,1440,93,31,95,42.5,14.2,43.4
250mN095150E195675,80,31.9,42,38,90.5,73,7,8.8,21,54,5,26.2,67.5,6.2,48.1,48.1,48.1,23.8,420,6.2,1280,112,68,4,8,85,5,10
250mN095175E178750,88,37.6,46,42,91.3,84,4,4.5,12,67,9,13.6,76.1,10.2,31.3,31.3,31.3,75,133.3,6.2,1408,64,83,,,94.3,,
250mN095175E179000,248,34.8,121,127,105,152,96,38.7,48,192,8,19.4,77.4,3.2,29.2,29.2,29.2,16.7,600,6.2,3968,1536,118,35,95,47.6,14.1,38.3
250mN095175E179025,426,39.8,230,196,85.2,219,207,48.6,53,336,37,12.4,78.9,8.7,26.8,26.8,26.8,69.8,143.2,6.2,6816,3312,143,62,221,33.6,14.6,51.9
250mN095175E179150,636,40.8,326,310,95.1,424,212,33.3,65,517,54,10.2,81.3,8.5,23,23,23,83.1,120.4,6.2,10176,3392,343,65,228,53.9,10.2,35.8
250mN095175E179175,801,40.6,403,398,98.8,610,191,23.8,98,629,74,12.2,78.5,9.2,27.3,27.3,27.3,75.5,132.4,6.2,12816,3056,476,106,219,59.4,13.2,27.3
250mN095175E179200,1336,37,677,659,97.3,1045,291,21.8,203,1048,85,15.2,78.4,6.4,27.5,27.5,27.5,41.9,238.8,6.2,21376,4656,864,120,352,64.7,9,26.3
250mN095175E179225,1308,37.6,668,640,95.8,1064,244,18.7,186,1022,100,14.2,78.1,7.6,28,28,28,53.8,186,6.2,20928,3904,879,136,293,67.2,10.4,22.4
250mN095175E179250,298,39.4,167,131,78.4,212,86,28.9,40,222,36,13.4,74.5,12.1,34.2,34.2,34.2,90,111.1,6.2,4768,1376,180,32,86,60.4,10.7,28.9
250mN095175E179275,118,40.2,56,62,110.7,98,20,16.9,16,93,9,13.6,78.8,7.6,26.9,26.9,26.9,56.2,177.8,6.2,1888,320,85,12,21,72,10.2,17.8
250mN095175E180600,202,29.3,87,115,132.2,199,3,1.5,60,136,6,29.7,67.3,3,48.5,48.5,48.5,10,1000,6.2,3232,48,196,3,3,97,1.5,1.5
250mN095175E193250,313,32.6,172,141,82,134,179,57.2,35,267,11,11.2,85.3,3.5,17.2,17.2,17.2,31.4,318.2,6.2,5008,2864,46,92,175,14.7,29.4,55.9
250mN095175E193275,236,30.9,118,118,100,145,91,38.6,54,177,5,22.9,75,2.1,33.3,33.3,33.3,9.3,1080,6.2,3776,1456,79,56,101,33.5,23.7,42.8
250mN095175E193300,45,40.9,24,21,87.5,12,33,73.3,5,36,4,11.1,80,8.9,25,25,25,80,125,6.2,720,528,9,5,31,20,11.1,68.9
250mN095175E194275,19,44,7,12,171.4,9,10,52.6,,14,,,73.7,,,,,,,6.2,304,160,7,3,9,36.8,15.8,47.4
250mN095200E179025,20,37.8,11,9,81.8,20,0,0,4,13,3,20,65,15,53.8,53.8,53.8,75,133.3,6.2,320,0,19,,,95,,
250mN095200E179050,167,40.2,77,90,116.9,136,31,18.6,25,129,13,15,77.2,7.8,29.5,29.5,29.5,52,192.3,6.2,2672,496,116,13,38,69.5,7.8,22.8
250mN095200E179075,22,46,14,8,57.1,12,10,45.5,4,12,6,18.2,54.5,27.3,83.3,83.3,83.3,150,66.7,6.2,352,160,,,11,,,50
250mN095200E179150,1065,35.9,513,552,107.6,729,336,31.5,184,839,42,17.3,78.8,3.9,26.9,26.9,26.9,22.8,438.1,6.2,17040,5376,562,128,375,52.8,12,35.2
250mN095200E179175,987,37.6,488,499,102.3,693,294,29.8,139,785,63,14.1,79.5,6.4,25.7,25.7,25.7,45.3,220.6,6.2,15792,4704,517,114,356,52.4,11.6,36.1
250mN095200E179200,633,40.4,328,305,93,441,192,30.3,69,508,56,10.9,80.3,8.8,24.6,24.6,24.6,81.2,123.2,6.2,10128,3072,303,93,237,47.9,14.7,37.4
250mN095200E179225,448,37.1,228,220,96.5,325,123,27.5,68,356,24,15.2,79.5,5.4,25.8,25.8,25.8,35.3,283.3,6.2,7168,1968,244,77,127,54.5,17.2,28.3
250mN095200E179250,49,46.5,26,23,88.5,42,7,14.3,,41,,,83.7,,,,,,,6.2,784,112,30,11,8,61.2,22.4,16.3
250mN095200E180350,11,50.3,5,6,120,11,0,0,0,7,4,0,63.6,36.4,57.1,57.1,57.1,,0,6.2,176,0,10,,,90.9,,
250mN095200E180525,49,35.2,25,24,96,,,,7,37,5,14.3,75.5,10.2,32.4,32.4,32.4,71.4,140,6.2,784,,48,,,98,,
250mN095200E193225,124,30.5,58,66,113.8,87,37,29.8,,92,,,74.2,,,,,,,6.2,1984,592,40,40,44,32.3,32.3,35.5
250mN095200E193250,298,31.8,158,140,88.6,171,127,42.6,61,229,8,20.5,76.8,2.7,30.1,30.1,30.1,13.1,762.5,6.2,4768,2032,87,82,129,29.2,27.5,43.3
250mN095200E193275,23,44.7,12,11,91.7,18,5,21.7,,17,,,73.9,,,,,,,6.2,368,80,4,14,5,17.4,60.9,21.7
250mN095225E178950,64,31.7,27,37,137,41,23,35.9,16,45,3,25,70.3,4.7,42.2,42.2,42.2,18.8,533.3,6.2,1024,368,28,9,27,43.8,14.1,42.2
250mN095225E178975,102,34,52,50,96.2,76,26,25.5,21,76,5,20.6,74.5,4.9,34.2,34.2,34.2,23.8,420,6.2,1632,416,59,8,35,57.8,7.8,34.3
250mN095225E179000,222,34.2,111,111,100,146,76,34.2,35,178,9,15.8,80.2,4.1,24.7,24.7,24.7,25.7,388.9,6.2,3552,1216,135,11,76,60.8,5,34.2
250mN095225E179150,255,35.4,129,126,97.7,186,69,27.1,46,200,9,18,78.4,3.5,27.5,27.5,27.5,19.6,511.1,6.2,4080,1104,141,27,87,55.3,10.6,34.1
250mN095225E180350,228,41.2,113,115,101.8,223,5,2.2,29,162,37,12.7,71.1,16.2,40.7,40.7,40.7,127.6,78.4,6.2,3648,80,218,5,5,95.6,2.2,2.2
250mN095225E180375,275,44.7,148,127,85.8,270,5,1.8,26,199,50,9.5,72.4,18.2,38.2,38.2,38.2,192.3,52,6.2,4400,80,263,6,6,95.6,2.2,2.2
250mN095250E178600,15,27.8,6,9,150,15,0,0,,13,,,86.7,,,,,,,6.2,240,0,15,0,0,100,0,0
250mN095250E178625,110,32.7,56,54,96.4,102,8,7.3,24,79,7,21.8,71.8,6.4,39.2,39.2,39.2,29.2,342.9,6.2,1760,128,101,0,9,91.8,0,8.2
250mN095250E178975,611,34.9,315,296,94,409,202,33.1,96,489,26,15.7,80,4.3,24.9,24.9,24.9,27.1,369.2,6.2,9776,3232,317,63,231,51.9,10.3,37.8
250mN095250E179000,624,38.7,339,285,84.1,452,172,27.6,94,467,63,15.1,74.8,10.1,33.6,33.6,33.6,67,149.2,6.2,9984,2752,376,45,203,60.3,7.2,32.5
250mN095250E179025,833,35.7,406,427,105.2,646,187,22.4,149,607,77,17.9,72.9,9.2,37.2,37.2,37.2,51.7,193.5,6.2,13328,2992,507,78,248,60.9,9.4,29.8
250mN095250E179050,64,31,32,32,100,53,11,17.2,,45,,,70.3,,,,,,,6.2,1024,176,38,15,11,59.4,23.4,17.2
250mN095250E179175,174,31.9,93,81,87.1,165,9,5.2,34,132,8,19.5,75.9,4.6,31.8,31.8,31.8,23.5,425,6.2,2784,144,150,9,15,86.2,5.2,8.6
250mN095250E179225,947,32.1,492,455,92.5,840,107,11.3,210,721,16,22.2,76.1,1.7,31.3,31.3,31.3,7.6,1312.5,6.2,15152,1712,668,101,178,70.5,10.7,18.8
250mN095250E180375,112,42,62,50,80.6,106,6,5.4,14,82,16,12.5,73.2,14.3,36.6,36.6,36.6,114.3,87.5,6.2,1792,96,107,0,5,95.5,0,4.5
250mN095250E180850,116,35.1,61,55,90.2,94,22,19,22,89,5,19,76.7,4.3,30.3,30.3,30.3,22.7,440,6.2,1856,352,89,4,23,76.7,3.4,19.8
250mN095250E180875,249,36.4,139,110,79.1,207,42,16.9,34,197,18,13.7,79.1,7.2,26.4,26.4,26.4,52.9,188.9,5.1,4873.6,822,180,16,53,72.3,6.4,21.3
250mN095250E195450,27,39.4,16,11,68.8,27,0,0,3,20,4,11.1,74.1,14.8,35,35,35,133.3,75,6.2,432,0,26,,,96.3,,
250mN095250E195475,208,29.5,104,104,100,196,12,5.8,59,143,6,28.4,68.8,2.9,45.5,45.5,45.5,10.2,983.3,6.2,3328,192,172,21,15,82.7,10.1,7.2
250mN095275E178900,355,34.8,184,171,92.9,311,44,12.4,75,246,34,21.1,69.3,9.6,44.3,44.3,44.3,45.3,220.6,6.2,5680,704,299,9,47,84.2,2.5,13.2
250mN095275E178950,141,32,77,64,83.1,129,12,8.5,,103,,,73,,,,,,,6.2,2256,192,109,13,19,77.3,9.2,13.5
250mN095275E178975,652,33.2,317,335,105.7,553,99,15.2,135,495,22,20.7,75.9,3.4,31.7,31.7,31.7,16.3,613.6,6.2,10432,1584,458,57,137,70.2,8.7,21
250mN095275E179000,1205,38.2,609,596,97.9,934,271,22.5,177,901,127,14.7,74.8,10.5,33.7,33.7,33.7,71.8,139.4,6.2,19280,4336,800,75,330,66.4,6.2,27.4
250mN095275E179025,706,39.9,367,339,92.4,586,120,17,92,514,100,13,72.8,14.2,37.4,37.4,37.4,108.7,92,6.2,11296,1920,529,40,137,74.9,5.7,19.4
250mN095275E179075,110,32.9,59,51,86.4,,,,25,79,6,22.7,71.8,5.5,39.2,39.2,39.2,24,416.7,6.2,1760,,106,,,96.4,,
250mN095275E180450,160,38.5,86,74,86,154,6,3.8,22,119,19,13.8,74.4,11.9,34.5,34.5,34.5,86.4,115.8,6.2,2560,96,151,,,94.4,,
250mN095275E180850,12,30,7,5,71.4,9,3,25,3,9,0,25,75,0,33.3,33.3,33.3,0,,6.2,192,48,9,0,3,75,0,25
250mN095275E180875,79,38.5,46,33,71.7,57,22,27.8,4,69,6,5.1,87.3,7.6,14.5,14.5,14.5,150,66.7,6.2,1264,352,44,10,25,55.7,12.7,31.6
250mN095275E180900,56,34.6,29,27,93.1,51,5,8.9,,47,,,83.9,,,,,,,1.8,3119.4,278.5,48,3,5,85.7,5.4,8.9
250mN095275E194000,246,41.3,135,111,82.2,192,54,22,32,180,34,13,73.2,13.8,36.7,36.7,36.7,106.2,94.1,6.2,3936,864,156,30,60,63.4,12.2,24.4
250mN095275E195300,33,31.8,16,17,106.2,28,5,15.2,,21,,,63.6,,,,,,,6.2,528,80,24,3,6,72.7,9.1,18.2
250mN095275E195350,27,34.3,16,11,68.8,,,,,17,,,63,,,,,,,6.2,432,,19,,,70.4,,
250mN095300E178325,363,40.6,186,177,95.2,357,6,1.7,51,266,46,14,73.3,12.7,36.5,36.5,36.5,90.2,110.9,4.5,8022.8,132.6,339,13,11,93.4,3.6,3
250mN095300E178800,103,39.3,58,45,77.6,86,17,16.5,15,78,10,14.6,75.7,9.7,32.1,32.1,32.1,66.7,150,6.2,1648,272,73,11,19,70.9,10.7,18.4
250mN095300E178975,238,31.1,111,127,114.4,233,5,2.1,55,180,3,23.1,75.6,1.3,32.2,32.2,32.2,5.5,1833.3,6.2,3808,80,195,22,21,81.9,9.2,8.8
250mN095300E179000,880,37.9,432,448,103.7,767,113,12.8,122,668,90,13.9,75.9,10.2,31.7,31.7,31.7,73.8,135.6,6.2,14080,1808,715,38,127,81.2,4.3,14.4
250mN095300E179025,134,39.1,66,68,103,,,,12,112,10,9,83.6,7.5,19.6,19.6,19.6,83.3,120,6.2,2144,,130,,,97,,
250mN095300E180450,13,33.4,7,6,85.7,,,,,8,,,61.5,,,,,,,6.2,208,,12,,,92.3,,
250mN095300E180875,105,34,48,57,118.8,92,13,12.4,21,81,3,20,77.1,2.9,29.6,29.6,29.6,14.3,700,6.2,1680,208,69,18,18,65.7,17.1,17.1
250mN095300E180900,74,40.9,43,31,72.1,70,4,5.4,5,65,4,6.8,87.8,5.4,13.8,13.8,13.8,80,125,3.1,2388.5,129.1,64,5,5,86.5,6.8,6.8
