GEOCODE,Población,Población. Edad media,Población. Hombres,Población. Mujeres,Población de mujeres dividida por la población de hombres,Población de nacionalidad española,Población de nacionalidad extranjera,Población de nacionalidad extranjera (%),Población de 0 a 14 años de edad,Población de 15 a 64 años de edad,Población de 65 o más años de edad,Población de 0 a 14 años de edad (%),Población de 15 a 64 años de edad (%),Población de 65 o más años de edad (%),Suma de la población de 0 a 14 años y de la población de 65 o más años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 15 a 64 años,Población de 0 a 14 años dividida por la población de 15 a 64 años,Población de 65 o más años dividida por la población de 0 a 14 años,Población de 0 a 14 años dividida por la población de 65 o más años,Superficie calculada sobre geom no generalizado (ha),Población / km2,Población. Extranjeros / km2,Población. Nacidos en Canarias,Población. Nacidos en el resto de España,Población. Nacidos en el extranjero,Población. Nacidos en Canarias (%),Población. Nacidos en el resto de España (%),Población. Nacidos en el extranjero (%)
250mN097675E181300,30,45.7,12,18,150,30,0,0,4,18,8,13.3,60,26.7,66.7,66.7,66.7,200,50,6.2,480,0,25,,,83.3,,
250mN097675E181325,18,44.3,9,9,100,18,0,0,4,11,3,22.2,61.1,16.7,63.6,63.6,63.6,75,133.3,6.2,288,0,16,,,88.9,,
250mN097675E195725,15,42.8,9,6,66.7,11,4,26.7,,14,,,93.3,,,,,,,6.2,240,64,10,,,66.7,,
250mN097675E195750,11,29.6,8,3,37.5,11,0,0,,9,,,81.8,,,,,,,6.2,176,0,11,0,0,100,0,0
250mN097675E195775,35,44.4,24,11,45.8,29,6,17.1,3,25,7,8.6,71.4,20,40,40,40,233.3,42.9,6.2,560,96,26,0,9,74.3,0,25.7
250mN097675E196875,28,41.4,15,13,86.7,28,0,0,,22,,,78.6,,,,,,,6.2,448,0,28,0,0,100,0,0
250mN097675E197400,30,42,13,17,130.8,,,,,23,,,76.7,,,,,,,6.2,480,,12,15,3,40,50,10
250mN097675E197425,904,32.9,471,433,91.9,793,111,12.3,205,670,29,22.7,74.1,3.2,34.9,34.9,34.9,14.1,706.9,6.2,14464,1776,553,180,171,61.2,19.9,18.9
250mN097675E197450,713,32.8,375,338,90.1,616,97,13.6,159,532,22,22.3,74.6,3.1,34,34,34,13.8,722.7,6.2,11408,1552,426,129,158,59.7,18.1,22.2
250mN097675E197475,605,34.2,326,279,85.6,488,117,19.3,109,472,24,18,78,4,28.2,28.2,28.2,22,454.2,6.2,9680,1872,338,87,180,55.9,14.4,29.8
250mN097675E197500,125,37.1,68,57,83.8,116,9,7.2,19,93,13,15.2,74.4,10.4,34.4,34.4,34.4,68.4,146.2,6.2,2000,144,88,18,19,70.4,14.4,15.2
250mN097675E197550,261,33.3,138,123,89.1,234,27,10.3,55,191,15,21.1,73.2,5.7,36.6,36.6,36.6,27.3,366.7,6.2,4176,432,170,49,42,65.1,18.8,16.1
250mN097675E197575,494,34,248,246,99.2,446,48,9.7,101,371,22,20.4,75.1,4.5,33.2,33.2,33.2,21.8,459.1,6.2,7904,768,331,82,81,67,16.6,16.4
250mN097675E197600,91,31.6,41,50,122,85,6,6.6,,68,,,74.7,,,,,,,6.2,1456,96,69,16,6,75.8,17.6,6.6
250mN097675E197775,313,29.7,167,146,87.4,282,31,9.9,,224,,,71.6,,,,,,,6.2,5008,496,173,97,43,55.3,31,13.7
250mN097675E197800,124,31.9,58,66,113.8,111,13,10.5,36,80,8,29,64.5,6.5,55,55,55,22.2,450,6.2,1991.8,208.8,62,35,27,50,28.2,21.8
250mN097700E179025,30,62.7,21,9,42.9,30,0,0,0,13,17,0,43.3,56.7,130.8,130.8,130.8,,0,6.2,480,0,29,,,96.7,,
250mN097700E179100,58,53.3,33,25,75.8,58,0,0,0,43,15,0,74.1,25.9,34.9,34.9,34.9,,0,6.2,928,0,58,0,0,100,0,0
250mN097700E179550,43,52.4,24,19,79.2,,,,0,31,12,0,72.1,27.9,38.7,38.7,38.7,,0,6.2,688,,41,,,95.3,,
250mN097700E179725,11,48,4,7,175,11,0,0,,9,,,81.8,,,,,,,6.2,176,0,11,0,0,100,0,0
250mN097700E180675,37,46.3,19,18,94.7,,,,6,20,11,16.2,54.1,29.7,85,85,85,183.3,54.5,6.2,592,,33,,,89.2,,
250mN097700E180700,57,51.5,29,28,96.6,52,5,8.8,,38,,,66.7,,,,,,,6.2,912,80,52,0,5,91.2,0,8.8
250mN097700E180725,86,46.9,40,46,115,,,,6,63,17,7,73.3,19.8,36.5,36.5,36.5,283.3,35.3,6.2,1376,,81,,,94.2,,
250mN097700E180750,561,46.5,243,318,130.9,538,23,4.1,66,366,129,11.8,65.2,23,53.3,53.3,53.3,195.5,51.2,6.2,8976,368,481,41,39,85.7,7.3,7
250mN097700E180775,248,40.9,116,132,113.8,242,6,2.4,35,175,38,14.1,70.6,15.3,41.7,41.7,41.7,108.6,92.1,6.2,3968,96,222,14,12,89.5,5.6,4.8
250mN097700E180875,224,39.5,111,113,101.8,217,7,3.1,41,161,22,18.3,71.9,9.8,39.1,39.1,39.1,53.7,186.4,6.2,3584,112,185,22,17,82.6,9.8,7.6
250mN097700E180900,408,40.3,211,197,93.4,394,14,3.4,72,289,47,17.6,70.8,11.5,41.2,41.2,41.2,65.3,153.2,6.2,6528,224,329,51,28,80.6,12.5,6.9
250mN097700E180925,117,39,62,55,88.7,112,5,4.3,18,89,10,15.4,76.1,8.5,31.5,31.5,31.5,55.6,180,6.2,1872,80,97,5,15,82.9,4.3,12.8
250mN097700E180950,71,46.1,37,34,91.9,71,0,0,,58,,,81.7,,,,,,,6.2,1136,0,62,9,0,87.3,12.7,0
250mN097700E180975,172,41.3,80,92,115,164,8,4.7,22,127,23,12.8,73.8,13.4,35.4,35.4,35.4,104.5,95.7,6.2,2752,128,137,23,12,79.7,13.4,7
250mN097700E181000,52,41.1,27,25,92.6,52,0,0,11,31,10,21.2,59.6,19.2,67.7,67.7,67.7,90.9,110,6.2,832,0,45,,,86.5,,
250mN097700E181025,21,55.6,9,12,133.3,,,,,10,,,47.6,,,,,,,6.2,336,,19,,,90.5,,
250mN097700E181050,20,53,9,11,122.2,15,5,25,,12,,,60,,,,,,,6.2,320,80,14,,,70,,
250mN097700E181200,30,45.3,16,14,87.5,24,6,20,3,22,5,10,73.3,16.7,36.4,36.4,36.4,166.7,60,6.2,480,96,19,,,63.3,,
250mN097700E195725,21,41,11,10,90.9,21,0,0,,16,,,76.2,,,,,,,6.2,336,0,20,,,95.2,,
250mN097700E195750,47,41.6,24,23,95.8,47,0,0,3,41,3,6.4,87.2,6.4,14.6,14.6,14.6,100,100,6.2,752,0,45,,,95.7,,
250mN097700E195775,42,38.6,17,25,147.1,42,0,0,7,28,7,16.7,66.7,16.7,50,50,50,100,100,6.2,672,0,40,,,95.2,,
250mN097700E196800,86,39.3,50,36,72,,,,12,66,8,14,76.7,9.3,30.3,30.3,30.3,66.7,150,6.2,1376,,70,,,81.4,,
250mN097700E197450,87,31.6,46,41,89.1,73,14,16.1,24,58,5,27.6,66.7,5.7,50,50,50,20.8,480,6.2,1392,224,55,17,15,63.2,19.5,17.2
250mN097700E197475,123,33.4,62,61,98.4,105,18,14.6,30,87,6,24.4,70.7,4.9,41.4,41.4,41.4,20,500,6.2,1968,288,75,15,33,61,12.2,26.8
250mN097700E197500,69,34,39,30,76.9,64,5,7.2,,53,,,76.8,,,,,,,6.2,1104,80,48,12,9,69.6,17.4,13
250mN097700E197550,78,29,43,35,81.4,74,4,5.1,28,47,3,35.9,60.3,3.8,66,66,66,10.7,933.3,6.2,1248,64,55,15,8,70.5,19.2,10.3
250mN097700E197750,80,27.9,37,43,116.2,61,19,23.8,26,51,3,32.5,63.8,3.8,56.9,56.9,56.9,11.5,866.7,6.2,1280,304,44,18,18,55,22.5,22.5
250mN097700E197775,154,31.5,79,75,94.9,133,21,13.6,41,109,4,26.6,70.8,2.6,41.3,41.3,41.3,9.8,1025,6.2,2464,336,75,46,33,48.7,29.9,21.4
250mN097725E178875,56,58.1,33,23,69.7,56,0,0,3,30,23,5.4,53.6,41.1,86.7,86.7,86.7,766.7,13,6.2,896,0,54,,,96.4,,
250mN097725E179500,45,54.4,25,20,80,45,0,0,,26,,,57.8,,,,,,,6.2,720,0,44,,,97.8,,
250mN097725E179525,24,55.4,13,11,84.6,24,0,0,,12,,,50,,,,,,,6.2,384,0,24,0,0,100,0,0
250mN097725E179550,122,45.2,54,68,125.9,117,5,4.1,11,86,25,9,70.5,20.5,41.9,41.9,41.9,227.3,44,6.2,1952,80,117,,,95.9,,
250mN097725E179575,12,54.6,8,4,50,12,0,0,0,8,4,0,66.7,33.3,50,50,50,,0,6.2,192,0,12,0,0,100,0,0
250mN097725E179750,30,44.1,18,12,66.7,26,4,13.3,,23,,,76.7,,,,,,,6.2,480,64,24,0,6,80,0,20
250mN097725E179925,28,45,11,17,154.5,28,0,0,3,19,6,10.7,67.9,21.4,47.4,47.4,47.4,200,50,6.2,448,0,28,0,0,100,0,0
250mN097725E180100,11,59.4,8,3,37.5,,,,,9,,,81.8,,,,,,,6.2,176,,10,,,90.9,,
250mN097725E180125,43,42.5,23,20,87,43,0,0,6,28,9,14,65.1,20.9,53.6,53.6,53.6,150,66.7,6.2,688,0,42,,,97.7,,
250mN097725E180150,46,49.9,22,24,109.1,46,0,0,,30,,,65.2,,,,,,,6.2,736,0,44,,,95.7,,
250mN097725E180175,88,48.5,46,42,91.3,,,,7,58,23,8,65.9,26.1,51.7,51.7,51.7,328.6,30.4,6.2,1408,,83,,,94.3,,
250mN097725E180200,201,47.5,107,94,87.9,,,,22,131,48,10.9,65.2,23.9,53.4,53.4,53.4,218.2,45.8,6.2,3216,,195,,,97,,
250mN097725E180225,28,50.5,16,12,75,28,0,0,0,20,8,0,71.4,28.6,40,40,40,,0,6.2,448,0,27,,,96.4,,
250mN097725E180250,26,43.5,15,11,73.3,26,0,0,,22,,,84.6,,,,,,,6.2,416,0,24,,,92.3,,
250mN097725E180400,38,42.5,21,17,81,,,,3,31,4,7.9,81.6,10.5,22.6,22.6,22.6,133.3,75,6.2,608,,33,,,86.8,,
250mN097725E180475,71,47.1,39,32,82.1,,,,6,52,13,8.5,73.2,18.3,36.5,36.5,36.5,216.7,46.2,6.2,1136,,68,,,95.8,,
250mN097725E180500,15,49,6,9,150,,,,,10,,,66.7,,,,,,,6.2,240,,14,,,93.3,,
250mN097725E180525,29,51.3,13,16,123.1,29,0,0,,21,,,72.4,,,,,,,6.2,464,0,29,0,0,100,0,0
250mN097725E180625,18,46.9,9,9,100,18,0,0,3,11,4,16.7,61.1,22.2,63.6,63.6,63.6,133.3,75,6.2,288,0,16,,,88.9,,
250mN097725E180650,22,53.2,11,11,100,22,0,0,,13,,,59.1,,,,,,,6.2,352,0,22,0,0,100,0,0
250mN097725E180700,83,40.9,46,37,80.4,74,9,10.8,11,63,9,13.3,75.9,10.8,31.7,31.7,31.7,81.8,122.2,6.2,1328,144,74,0,9,89.2,0,10.8
250mN097725E180750,515,45.8,245,270,110.2,498,17,3.3,49,366,100,9.5,71.1,19.4,40.7,40.7,40.7,204.1,49,6.2,8240,272,476,12,27,92.4,2.3,5.2
250mN097725E180775,748,42.3,341,407,119.4,736,12,1.6,93,529,126,12.4,70.7,16.8,41.4,41.4,41.4,135.5,73.8,6.2,11968,192,645,63,40,86.2,8.4,5.3
250mN097725E180800,560,43.9,284,276,97.2,548,12,2.1,113,323,124,20.2,57.7,22.1,73.4,73.4,73.4,109.7,91.1,6.2,8960,192,468,63,29,83.6,11.2,5.2
250mN097725E180825,185,39.9,89,96,107.9,179,6,3.2,27,136,22,14.6,73.5,11.9,36,36,36,81.5,122.7,6.2,2960,96,155,20,10,83.8,10.8,5.4
250mN097725E180850,41,39.1,21,20,95.2,,,,,36,,,87.8,,,,,,,6.2,656,,33,4,4,80.5,9.8,9.8
250mN097725E180900,82,40,43,39,90.7,,,,17,58,7,20.7,70.7,8.5,41.4,41.4,41.4,41.2,242.9,6.2,1312,,73,6,3,89,7.3,3.7
250mN097725E180950,216,44,111,105,94.6,208,8,3.7,23,150,43,10.6,69.4,19.9,44,44,44,187,53.5,6.2,3456,128,162,35,19,75,16.2,8.8
250mN097725E180975,240,44.7,125,115,92,226,14,5.8,26,167,47,10.8,69.6,19.6,43.7,43.7,43.7,180.8,55.3,6.2,3840,224,195,22,23,81.2,9.2,9.6
250mN097725E181000,82,45.2,43,39,90.7,74,8,9.8,11,51,20,13.4,62.2,24.4,60.8,60.8,60.8,181.8,55,6.2,1312,128,64,9,9,78,11,11
250mN097725E181025,83,37.7,35,48,137.1,71,12,14.5,16,60,7,19.3,72.3,8.4,38.3,38.3,38.3,43.8,228.6,6.2,1328,192,61,9,13,73.5,10.8,15.7
250mN097725E181150,20,37.8,10,10,100,20,0,0,,12,,,60,,,,,,,6.2,320,0,18,,,90,,
250mN097725E181175,75,45.8,40,35,87.5,75,0,0,6,51,18,8,68,24,47.1,47.1,47.1,300,33.3,6.2,1200,0,71,,,94.7,,
250mN097725E181200,64,39.7,29,35,120.7,,,,14,39,11,21.9,60.9,17.2,64.1,64.1,64.1,78.6,127.3,6.2,1024,,55,6,3,85.9,9.4,4.7
250mN097725E196050,41,41.2,20,21,105,15,26,63.4,7,29,5,17.1,70.7,12.2,41.4,41.4,41.4,71.4,140,6.2,656,416,,,27,,,65.9
250mN097725E196125,23,31.7,12,11,91.7,23,0,0,3,20,0,13,87,0,15,15,15,0,,6.2,368,0,20,3,0,87,13,0
250mN097725E196525,154,48.7,81,73,90.1,138,16,10.4,20,91,43,13,59.1,27.9,69.2,69.2,69.2,215,46.5,6.2,2464,256,123,16,15,79.9,10.4,9.7
250mN097725E196725,12,37.6,7,5,71.4,12,0,0,3,6,3,25,50,25,100,100,100,100,100,6.2,192,0,9,,,75,,
250mN097725E196750,35,32.8,17,18,105.9,,,,9,26,0,25.7,74.3,0,34.6,34.6,34.6,0,,6.2,560,,29,,,82.9,,
250mN097725E196775,26,35.6,13,13,100,26,0,0,4,22,0,15.4,84.6,0,18.2,18.2,18.2,0,,6.2,416,0,20,,,76.9,,
250mN097750E177900,12,55.6,6,6,100,12,0,0,,7,,,58.3,,,,,,,6.2,192,0,12,0,0,100,0,0
250mN097750E177925,61,40.2,33,28,84.8,,,,9,42,10,14.8,68.9,16.4,45.2,45.2,45.2,111.1,90,6.2,976,,59,,,96.7,,
250mN097750E177950,23,48.7,10,13,130,16,7,30.4,,15,,,65.2,,,,,,,6.2,368,112,17,0,6,73.9,0,26.1
250mN097750E179550,33,50.8,17,16,94.1,33,0,0,,17,,,51.5,,,,,,,6.2,528,0,32,,,97,,
250mN097750E179575,26,47,12,14,116.7,26,0,0,4,16,6,15.4,61.5,23.1,62.5,62.5,62.5,150,66.7,6.2,416,0,24,,,92.3,,
250mN097750E179950,17,51.6,10,7,70,17,0,0,0,12,5,0,70.6,29.4,41.7,41.7,41.7,,0,6.2,272,0,17,0,0,100,0,0
250mN097750E179975,21,41,9,12,133.3,,,,,16,,,76.2,,,,,,,6.2,336,,20,,,95.2,,
250mN097750E180125,47,46.5,21,26,123.8,47,0,0,5,33,9,10.6,70.2,19.1,42.4,42.4,42.4,180,55.6,6.2,752,0,45,,,95.7,,
250mN097750E180250,31,37,20,11,55,,,,5,23,3,16.1,74.2,9.7,34.8,34.8,34.8,60,166.7,6.2,496,,30,,,96.8,,
250mN097750E180275,41,47.6,18,23,127.8,41,0,0,3,29,9,7.3,70.7,22,41.4,41.4,41.4,300,33.3,6.2,656,0,41,0,0,100,0,0
250mN097750E180300,95,42.5,51,44,86.3,95,0,0,9,73,13,9.5,76.8,13.7,30.1,30.1,30.1,144.4,69.2,6.2,1520,0,95,0,0,100,0,0
250mN097750E180325,25,33.4,12,13,108.3,25,0,0,6,19,0,24,76,0,31.6,31.6,31.6,0,,6.2,400,0,24,,,96,,
250mN097750E180350,127,38.8,70,57,81.4,,,,16,98,13,12.6,77.2,10.2,29.6,29.6,29.6,81.2,123.1,6.2,2032,,121,,,95.3,,
250mN097750E180375,151,42.3,75,76,101.3,145,6,4,18,109,24,11.9,72.2,15.9,38.5,38.5,38.5,133.3,75,6.2,2416,96,139,4,8,92.1,2.6,5.3
250mN097750E180400,17,45.7,8,9,112.5,17,0,0,3,11,3,17.6,64.7,17.6,54.5,54.5,54.5,100,100,6.2,272,0,17,0,0,100,0,0
250mN097750E180525,23,43.5,10,13,130,23,0,0,3,16,4,13,69.6,17.4,43.8,43.8,43.8,133.3,75,6.2,368,0,22,,,95.7,,
250mN097750E180550,82,44,42,40,95.2,82,0,0,6,67,9,7.3,81.7,11,22.4,22.4,22.4,150,66.7,6.2,1312,0,80,,,97.6,,
250mN097750E180575,27,41,12,15,125,,,,3,21,3,11.1,77.8,11.1,28.6,28.6,28.6,100,100,6.2,432,,25,,,92.6,,
250mN097750E180600,71,38.3,35,36,102.9,71,0,0,13,52,6,18.3,73.2,8.5,36.5,36.5,36.5,46.2,216.7,6.2,1136,0,68,,,95.8,,
250mN097750E180650,114,42.8,67,47,70.1,,,,9,90,15,7.9,78.9,13.2,26.7,26.7,26.7,166.7,60,6.2,1824,,110,,,96.5,,
250mN097750E180675,14,39.8,7,7,100,14,0,0,,12,,,85.7,,,,,,,6.2,224,0,13,,,92.9,,
250mN097750E180775,84,48.8,46,38,82.6,84,0,0,7,55,22,8.3,65.5,26.2,52.7,52.7,52.7,314.3,31.8,6.2,1344,0,76,8,0,90.5,9.5,0
250mN097750E180800,66,45.1,32,34,106.2,60,6,9.1,6,49,11,9.1,74.2,16.7,34.7,34.7,34.7,183.3,54.5,6.2,1056,96,54,8,4,81.8,12.1,6.1
250mN097750E180850,173,46,93,80,86,,,,16,126,31,9.2,72.8,17.9,37.3,37.3,37.3,193.8,51.6,6.2,2768,,151,18,4,87.3,10.4,2.3
250mN097750E180875,35,38.9,18,17,94.4,35,0,0,,27,,,77.1,,,,,,,6.2,560,0,31,4,0,88.6,11.4,0
250mN097750E180950,71,39.6,32,39,121.9,71,0,0,14,49,8,19.7,69,11.3,44.9,44.9,44.9,57.1,175,6.2,1136,0,65,,,91.5,,
250mN097750E180975,145,44.9,70,75,107.1,139,6,4.1,23,90,32,15.9,62.1,22.1,61.1,61.1,61.1,139.1,71.9,6.2,2320,96,115,21,9,79.3,14.5,6.2
250mN097750E181000,190,41.5,99,91,91.9,172,18,9.5,25,133,32,13.2,70,16.8,42.9,42.9,42.9,128,78.1,6.2,3040,288,145,16,29,76.3,8.4,15.3
250mN097750E181025,252,41.4,133,119,89.5,238,14,5.6,36,180,36,14.3,71.4,14.3,40,40,40,100,100,6.2,4032,224,184,36,32,73,14.3,12.7
250mN097750E181050,36,49.4,18,18,100,33,3,8.3,3,23,10,8.3,63.9,27.8,56.5,56.5,56.5,333.3,30,6.2,576,48,25,5,6,69.4,13.9,16.7
250mN097750E181075,31,39.3,14,17,121.4,,,,,23,,,74.2,,,,,,,6.2,496,,20,6,5,64.5,19.4,16.1
250mN097750E181100,19,39,10,9,90,,,,,17,,,89.5,,,,,,,6.2,304,,15,,,78.9,,
250mN097750E181175,15,43.9,8,7,87.5,15,0,0,,12,,,80,,,,,,,6.2,240,0,14,,,93.3,,
250mN097750E181200,22,47,13,9,69.2,22,0,0,3,12,7,13.6,54.5,31.8,83.3,83.3,83.3,233.3,42.9,6.2,352,0,18,,,81.8,,
250mN097750E181250,21,57.4,11,10,90.9,21,0,0,,,10,,,47.6,,,,,,6.2,336,0,20,,,95.2,,
250mN097750E181275,79,64.1,52,27,51.9,79,0,0,,40,,,50.6,,,,,,,6.2,1264,0,72,,,91.1,,
250mN097750E181300,106,44.7,49,57,116.3,103,3,2.8,11,76,19,10.4,71.7,17.9,39.5,39.5,39.5,172.7,57.9,6.2,1696,48,92,,,86.8,,
250mN097750E181325,18,38.2,7,11,157.1,18,0,0,4,11,3,22.2,61.1,16.7,63.6,63.6,63.6,75,133.3,6.2,288,0,18,0,0,100,0,0
250mN097750E181350,26,28.2,13,13,100,26,0,0,7,19,0,26.9,73.1,0,36.8,36.8,36.8,0,,6.2,416,0,21,0,5,80.8,0,19.2
250mN097750E181375,14,36.7,6,8,133.3,14,0,0,,8,,,57.1,,,,,,,6.2,224,0,12,,,85.7,,
250mN097750E181400,30,43.9,15,15,100,30,0,0,,25,,,83.3,,,,,,,6.2,480,0,30,0,0,100,0,0
250mN097750E181450,43,31.1,20,23,115,43,0,0,12,27,4,27.9,62.8,9.3,59.3,59.3,59.3,33.3,300,6.2,688,0,43,0,0,100,0,0
250mN097750E181475,123,35.3,65,58,89.2,116,7,5.7,23,94,6,18.7,76.4,4.9,30.9,30.9,30.9,26.1,383.3,6.2,1968,112,111,3,9,90.2,2.4,7.3
250mN097750E181500,166,33.5,77,89,115.6,,,,32,127,7,19.3,76.5,4.2,30.7,30.7,30.7,21.9,457.1,6.2,2656,,158,,,95.2,,
250mN097750E181525,278,36.3,143,135,94.4,275,3,1.1,47,208,23,16.9,74.8,8.3,33.7,33.7,33.7,48.9,204.3,6.2,4448,48,258,6,14,92.8,2.2,5
250mN097750E181550,118,36.7,61,57,93.4,,,,19,87,12,16.1,73.7,10.2,35.6,35.6,35.6,63.2,158.3,6.2,1888,,107,6,5,90.7,5.1,4.2
250mN097750E181575,17,37,11,6,54.5,,,,3,14,0,17.6,82.4,0,21.4,21.4,21.4,0,,5.6,306.1,,14,0,3,82.4,0,17.6
250mN097750E195925,21,30.6,12,9,75,11,10,47.6,,15,,,71.4,,,,,,,6.2,336,160,10,,,47.6,,
250mN097750E196125,15,32.4,7,8,114.3,15,0,0,5,10,0,33.3,66.7,0,50,50,50,0,,6.2,240,0,11,,,73.3,,
250mN097750E196525,12,33.7,6,6,100,,,,,11,,,91.7,,,,,,,6.2,192,,10,,,83.3,,
250mN097750E196550,24,39.2,9,15,166.7,,,,,16,,,66.7,,,,,,,6.2,384,,21,,,87.5,,
250mN097775E177925,61,47.4,37,24,64.9,,,,7,39,15,11.5,63.9,24.6,56.4,56.4,56.4,214.3,46.7,6.2,976,,60,,,98.4,,
250mN097775E179150,12,53.2,4,8,200,12,0,0,,,6,,,50,,,,,,6.2,192,0,12,0,0,100,0,0
250mN097775E179550,23,45.5,9,14,155.6,23,0,0,6,11,6,26.1,47.8,26.1,109.1,109.1,109.1,100,100,6.2,368,0,23,0,0,100,0,0
250mN097775E179575,25,53.2,12,13,108.3,25,0,0,,13,,,52,,,,,,,6.2,400,0,25,0,0,100,0,0
250mN097775E179600,11,54.9,6,5,83.3,,,,0,7,4,0,63.6,36.4,57.1,57.1,57.1,,0,6.2,176,,9,,,81.8,,
250mN097775E180025,57,41.4,33,24,72.7,57,0,0,8,41,8,14,71.9,14,39,39,39,100,100,6.2,912,0,57,0,0,100,0,0
250mN097775E180050,11,50.3,7,4,57.1,11,0,0,,10,,,90.9,,,,,,,6.2,176,0,11,0,0,100,0,0
250mN097775E180225,23,45.1,12,11,91.7,23,0,0,5,13,5,21.7,56.5,21.7,76.9,76.9,76.9,100,100,6.2,368,0,22,,,95.7,,
250mN097775E180250,22,46.5,14,8,57.1,,,,,19,,,86.4,,,,,,,6.2,352,,20,,,90.9,,
250mN097775E180275,18,37.7,9,9,100,18,0,0,,11,,,61.1,,,,,,,6.2,288,0,17,,,94.4,,
250mN097775E180300,64,43.2,29,35,120.7,64,0,0,8,44,12,12.5,68.8,18.8,45.5,45.5,45.5,150,66.7,6.2,1024,0,64,0,0,100,0,0
250mN097775E180350,18,39.6,11,7,63.6,18,0,0,,13,,,72.2,,,,,,,6.2,288,0,18,0,0,100,0,0
250mN097775E180375,32,39.3,22,10,45.5,32,0,0,5,23,4,15.6,71.9,12.5,39.1,39.1,39.1,80,125,6.2,512,0,31,,,96.9,,
250mN097775E180475,40,42.9,23,17,73.9,40,0,0,4,28,8,10,70,20,42.9,42.9,42.9,200,50,6.2,640,0,35,,,87.5,,
250mN097775E180500,45,44.4,23,22,95.7,45,0,0,3,37,5,6.7,82.2,11.1,21.6,21.6,21.6,166.7,60,6.2,720,0,39,,,86.7,,
250mN097775E180625,19,38.9,8,11,137.5,,,,3,13,3,15.8,68.4,15.8,46.2,46.2,46.2,100,100,6.2,304,,17,,,89.5,,
250mN097775E180650,12,32.2,6,6,100,12,0,0,3,9,0,25,75,0,33.3,33.3,33.3,0,,6.2,192,0,12,0,0,100,0,0
250mN097775E180750,19,49.6,9,10,111.1,19,0,0,,11,,,57.9,,,,,,,6.2,304,0,19,0,0,100,0,0
250mN097775E180800,50,43.3,27,23,85.2,,,,4,40,6,8,80,12,25,25,25,150,66.7,6.2,800,,46,0,4,92,0,8
250mN097775E180850,56,41.4,26,30,115.4,56,0,0,9,34,13,16.1,60.7,23.2,64.7,64.7,64.7,144.4,69.2,6.2,896,0,55,,,98.2,,
250mN097775E180875,85,41.2,42,43,102.4,85,0,0,13,58,14,15.3,68.2,16.5,46.6,46.6,46.6,107.7,92.9,6.2,1360,0,81,4,0,95.3,4.7,0
250mN097775E180900,12,40.2,7,5,71.4,,,,,11,,,91.7,,,,,,,6.2,192,,7,,,58.3,,
250mN097775E180925,30,40.5,17,13,76.5,30,0,0,3,23,4,10,76.7,13.3,30.4,30.4,30.4,133.3,75,6.2,480,0,25,,,83.3,,
250mN097775E180975,76,43.5,39,37,94.9,72,4,5.3,7,60,9,9.2,78.9,11.8,26.7,26.7,26.7,128.6,77.8,6.2,1216,64,60,4,12,78.9,5.3,15.8
250mN097775E181000,372,43,183,189,103.3,351,21,5.6,39,282,51,10.5,75.8,13.7,31.9,31.9,31.9,130.8,76.5,6.2,5952,336,298,37,37,80.1,9.9,9.9
250mN097775E181025,278,42.6,139,139,100,254,24,8.6,39,195,44,14,70.1,15.8,42.6,42.6,42.6,112.8,88.6,6.2,4448,384,214,34,30,77,12.2,10.8
250mN097775E181050,134,43.3,64,70,109.4,126,8,6,18,91,25,13.4,67.9,18.7,47.3,47.3,47.3,138.9,72,6.2,2144,128,108,16,10,80.6,11.9,7.5
250mN097775E181075,176,38.7,81,95,117.3,159,17,9.7,37,115,24,21,65.3,13.6,53,53,53,64.9,154.2,6.2,2816,272,122,28,26,69.3,15.9,14.8
250mN097775E181100,243,41.9,140,103,73.6,204,39,16,23,181,39,9.5,74.5,16,34.3,34.3,34.3,169.6,59,6.2,3888,624,184,16,43,75.7,6.6,17.7
250mN097775E181125,130,40.9,65,65,100,123,7,5.4,17,92,21,13.1,70.8,16.2,41.3,41.3,41.3,123.5,81,6.2,2080,112,106,14,10,81.5,10.8,7.7
250mN097775E181150,19,44.9,11,8,72.7,,,,3,11,5,15.8,57.9,26.3,72.7,72.7,72.7,166.7,60,6.2,304,,17,,,89.5,,
250mN097775E181175,10,45.8,,,,10,0,0,0,7,3,0,70,30,42.9,42.9,42.9,,0,6.2,160,0,9,,,90,,
250mN097775E181200,32,47,17,15,88.2,32,0,0,4,21,7,12.5,65.6,21.9,52.4,52.4,52.4,175,57.1,6.2,512,0,31,,,96.9,,
250mN097775E181250,38,43.2,22,16,72.7,,,,8,21,9,21.1,55.3,23.7,81,81,81,112.5,88.9,6.2,608,,33,,,86.8,,
250mN097775E181275,14,48.5,9,5,55.6,,,,,9,,,64.3,,,,,,,6.2,224,,13,,,92.9,,
250mN097775E181300,104,40,56,48,85.7,104,0,0,20,69,15,19.2,66.3,14.4,50.7,50.7,50.7,75,133.3,6.2,1664,0,90,11,3,86.5,10.6,2.9
250mN097775E181325,199,36.3,106,93,87.7,193,6,3,47,134,18,23.6,67.3,9,48.5,48.5,48.5,38.3,261.1,6.2,3184,96,167,19,13,83.9,9.5,6.5
250mN097775E181350,98,37.2,54,44,81.5,91,7,7.1,20,69,9,20.4,70.4,9.2,42,42,42,45,222.2,6.2,1568,112,77,9,12,78.6,9.2,12.2
